candidateId,brand,productName,category,domain,sourceUrl,phaseCStatus,blockedReason
naver-49163486955,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 브로우 쉐이더 슬림,brow,m.a-bly.com,https://m.a-bly.com/goods/3245040?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3245040,manual_review_required,terms_not_configured
naver-57918522792,롬앤,롬앤 립매터,liner,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000105803,manual_review_required,robots_fetch_failed_requires_manual_review
naver-49163537648,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 엣지 아이 펜슬,liner,m.a-bly.com,https://m.a-bly.com/goods/3244981?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3244981,manual_review_required,terms_not_configured
naver-56057064634,라카,라카 러브 실크 블러쉬 6 colors,cheek,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000183448,manual_review_required,robots_fetch_failed_requires_manual_review
naver-58981410135,페리페라,페리페라 스피디 스키니 브로우 마스카라 10 Colors,brow,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000167236,manual_review_required,robots_fetch_failed_requires_manual_review
naver-53179305530,3CE,3CE 마이링 아이라이너 5colors,liner,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000219135,manual_review_required,robots_fetch_failed_requires_manual_review
naver-58572181779,웨이크메이크,[NEW/브로우맛집] 웨이크메이크 리얼 픽싱 슬림 브로우카라 5COLOR,brow,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000244390,manual_review_required,robots_fetch_failed_requires_manual_review
naver-49596371287,VDL,[셀러허브_뷰티] VDL 엑스퍼트 스키니 아이 브로우 펜슬 01 다크브라운,brow,gate.halfclub.com,http://gate.halfclub.com/naver?site_cd=1&type=detail_pcode&p1=P368679012&partnerid=naverdb,manual_review_required,robots_fetch_failed_requires_manual_review
naver-57800793314,데이지크,[단독기획] 데이지크 무드 업 마스카라 롱앤컬 1+1기획 2 colors,liner,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000180888,manual_review_required,robots_fetch_failed_requires_manual_review
naver-55627577636,클리오,[NO.1 아이라이너] 클리오 샤프 쏘 심플 워터프루프 펜슬라이너 단품/더블기획,liner,www.oliveyoung.co.kr,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000198343,manual_review_required,robots_fetch_failed_requires_manual_review
naver-26824402312,롬앤,[롬앤] 한올 샤프 브로우,brow,chicor.com,https://chicor.com/goods/0000000036952?utm_source=naver&utm_medium=cpc&utm_campaign=ep,manual_review_required,terms_not_configured
naver-49163464884,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 브로우 포마드,brow,m.a-bly.com,https://m.a-bly.com/goods/3245072?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3245072,manual_review_required,terms_not_configured
naver-49163506150,정샘물 뷰티,[정샘물뷰티] 아티스트 콜 펜 라이너,liner,m.a-bly.com,https://m.a-bly.com/goods/2419339?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2419339,manual_review_required,terms_not_configured
