candidateId,brand,category,rankInBrandCategory,productName,priorityScore,selectedForBatch,missingCoreFieldCount,missingFieldGroups,detailCollectionStatus,fetchStatus,domain,sourceStrategy,sourceUrl
naver-60387216342,더샘,lip,8,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 05 포도,152.17,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2697834460?sitmNo=LO2697834460_2697834461&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-40346289296,클리오,lip,8,클리오 [NEW 왕실 에디션]크리스탈 글램 틴트,152.11,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,display.cjonstyle.com,naver_live_offer_title_rule_adapter,https://display.cjonstyle.com/p/item/2015536002?infl_cd=I0696&utm_medium=pcs&utm_source=naver
naver-59980020124,네이밍,lip,8,네이밍 오버 듀 글로시 립 틴트 4656911,152.08,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2675705735?sitmNo=LO2675705735_2675705736&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60100637414,투쿨포스쿨,lip,8,11 투쿨포스쿨 플레르 틴트 4g 8colors 463865,152.05,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2682662556?sitmNo=LO2682662556_2682662557&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-54646629608,하트퍼센트,lip,8,[하트퍼센트] 도트 온 무드 올 커버 립 베이스,152.02,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/306905143?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-57177925017,뮤드,lip,8,뮤드 글라세 립 피치 컬러 픽싱 틴트 02 코랄 글라세,151.96,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2560239256?sitmNo=LO2560239256_2560239257&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-58938409922,컬러그램,lip,7,[순삭커버/입술색 지우개]컬러그램 긱 누드 컬러 커버 틴트 5COLOR,151.56,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000245673
naver-51616189391,롬앤,shadow,5,롬앤 슬라이드 인 싱글 케이스 (섀도우 공용기) | 올리브영,150.84,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,collected_partial,playwright_rendered,www.oliveyoung.co.kr,prior_detail_adapter,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000213963
naver-54397863413,에스쁘아,cheek,5,[에스쁘아] 톤 페어링 치크 블러셔 2호 피치핑크,150.26,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,collected_partial,fetched,www.poom.co.kr,prior_detail_adapter,https://www.poom.co.kr/gate/initGate.action?gate_chnl_no=naver&goods_no=G25041299716
naver-60640937434,하트퍼센트,shadow,5,하트퍼센트 아이섀도우 팔레트 펄 글리터 도트 온 무드 MNS,149.97,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2711686547?sitmNo=LO2711686547_2711686548&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-89236854512,정샘물 뷰티,cheek,5,[2개 구성] 정샘물 아티스트 쿠션 블러쉬 4g,149.89,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/11692344045
naver-58175427647,네이밍,shadow,5,네이밍 블러쉬 섀도우 쉐딩 웜톤 쿨톤 플러피 파우더,149.84,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.11st.co.kr,naver_live_offer_title_rule_adapter,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8946654596&tid=1000000061
naver-46866531403,페리페라,shadow,5,[NEW COLOR]페리페라 올테이크 무드 팔레트,149.81,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=56383243&vodFlag=N&prdseqnum=56383243&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-58963443095,에스쁘아,cheek,2,[톤온톤 블러 틴트 증정 기획] 에스쁘아 블러 웨어 블러쉬 6g 6colors,149.8,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000247247
naver-60691536523,웨이크메이크,shadow,5,웨이크메이크 소프트 블러링 아이 팔레트 08 캔디코랄 블러링 3개,149.75,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2443873598?sitmNo=LO2443873598_2443873599&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-59447149134,데이지크,shadow,5,데이지크 섀도우 팔레트 02로즈페탈,149.72,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2645189767?sitmNo=LO2645189767_2645189768&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-90554518749,투쿨포스쿨,cheek,5,[2EA] 투쿨포스쿨 아트클래스 벨루어 펜슬 블러셔 2.4g 11colors (+핑거퍼프),149.68,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/13010007657
naver-58782631574,페리페라,cheek,5,[페리페라] 맑게 물든 선샤인 치크,149.68,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/308168282?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-60564473259,정샘물 뷰티,shadow,5,정샘물 마스터클래스 아이섀도우 S 브러쉬 5001895,149.66,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2706732696?sitmNo=LO2706732696_2706732697&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60388594078,컬러그램,cheek,5,컬러그램 틴토리 솜 블러셔 체리버니 10호,149.65,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2697920670?sitmNo=LO2697920670_2697920671&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-57488346053,3CE,shadow,5,3CE 컬러 그리드 아이섀도우 (증)컬러 그리드 듀얼 브러쉬,149.63,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2567851261?sitmNo=LO2567851261_2567851262&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-59163852739,에뛰드,shadow,5,[에뛰드] 재창조 메이커 쉐딩스틱 + 올데이맑은BB크림02아이보리 1ml*5 증정,149.6,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1041620375&vodFlag=N&prdseqnum=1041620375&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-58015886103,데이지크,cheek,5,데이지크 블렌딩 무드 치크 팔레트 블러셔 16 브라운 베어 젤리 제형,149.59,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2586203560?sitmNo=LO2586203560_2586203561&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-31371553865,클리오,cheek,5,클리오 [NEW] 맑게 물든 선샤인 치크,149.56,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.lotteimall.com,naver_live_offer_title_rule_adapter,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=1967758091&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
naver-53807302489,VDL,shadow,5,[VDL] 아이스테인 에센셜 섀도우 듀오,149.54,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1079769250&vodFlag=N&prdseqnum=1079769250&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-60565162125,라카,shadow,5,라카 포에버6 아이 팔레트 (4종 택1) 5001045,149.51,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2706808728?sitmNo=LO2706808728_2706808729&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-40049849258,3CE,cheek,5,3CE 페이스 블러쉬 (증)글로우 멀티 유즈 브러쉬,149.5,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2125291855?sitmNo=LO2125291855_2125291864&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-59737528907,에뛰드,cheek,5,[에뛰드] 러블리 쿠키 블러셔,149.47,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=58348717&vodFlag=N&prdseqnum=58348717&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-60407033539,더샘,cheek,5,[온누리상품] 더샘 퍼펙트 글램 스틱블러셔 WH01 오로라 웨이브,149.44,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2698608846?sitmNo=LO2698608846_2698608847&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-51749188983,에스쁘아,shadow,5,에스쁘아 리얼 아이 애교살 스틱 1.45g,149.4,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2401770975?sitmNo=LO2401770975_2401770978&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60638631009,뮤드,shadow,5,NEW컬러 뮤드 숄 모먼트 아이섀도우 팔레트 8종 중 택1 단품기획 4066284,149.37,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2711102010?sitmNo=LO2711102010_2711102011&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60600129078,네이밍,cheek,5,네이밍 블러셔 베이글 플러피 웜 파우더 블러쉬 BAGEL,149.35,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2586671536?sitmNo=LO2586671536_2586671537&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-56707561274,정샘물 뷰티,lip,6,[정샘물뷰티] 정샘물 립프레션 메탈 세럼 글로스 (글리터 립 토퍼 ),149.34,yes,3,shade_options|color_tone_intensity|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/52763086?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=52763086
naver-54024726034,VDL,lip,9,[VDL] 립스테인 에센셜 글로우 틴트,149.04,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1080561750&vodFlag=N&prdseqnum=1080561750&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-60319654918,컬러그램,shadow,4,[기존용기]컬러그램 눈토리얼 아이 팔레트 3COLOR,148.97,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000181415
naver-55893784647,3CE,shadow,4,3CE 컬러 그리드 아이섀도우 단품/기획,148.81,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000230225
naver-59069901601,웨이크메이크,cheek,4,[아이돌블러셔/단종템부활] 웨이크메이크 믹스 블러링 볼륨 블러셔 5COLOR,148.8,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000248458
naver-58725193590,투쿨포스쿨,shadow,4,[투쿨포스쿨] BEST 벨루어 펜슬 + 프로타주 펜슬 + 핑크 샤프너,148.63,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/60819699?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=60819699
naver-55660097850,롬앤,lip,9,[롬앤] [2개세트] 블러 퍼지 틴트x2,148.26,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/305935765?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-59163859581,페리페라,lip,9,[NEW COLOR] 페리페라 무드 글로이 틴트 26AD,148.23,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1106843033&vodFlag=N&prdseqnum=1106843033&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-58914013741,웨이크메이크,lip,9,웨이크메이크 워터 블러링 레이어 틴트 4.6g -/R,148.17,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2621023000?sitmNo=LO2621023000_2621023001&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60678916219,데이지크,lip,9,[데이지크] 폴리포켓 수플레 컬러 팟,148.14,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/308741953?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-41098885086,3CE,lip,9,쓰리씨이 [3CE]블러 워터 틴트 (증)미니 틴트(랜덤),148.05,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.lotteimall.com,naver_live_offer_title_rule_adapter,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2299807695&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
naver-40910509805,에뛰드,lip,9,에뛰드 [NEW Color 출시] 글로우 픽싱 틴트 3.8g,148.02,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2144830493?sitmNo=LO2144830493_2144830494&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60387219092,더샘,lip,9,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 03 달콤,147.99,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2697834408?sitmNo=LO2697834408_2697834409&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-45520646654,클리오,lip,9,클리오 [NEW] 크리스탈 글램 밤,147.93,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.lotteimall.com,naver_live_offer_title_rule_adapter,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2525716323&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
naver-58877780553,네이밍,lip,9,[네이밍] 오버 듀 글로시 립 틴트 듀오,147.9,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/308191675?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-59299583355,투쿨포스쿨,lip,9,투쿨포스쿨 스웨이 립 벨벳 기획 단품,147.87,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2638353180?sitmNo=LO2638353180_2638353181&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-57177929749,뮤드,lip,9,뮤드 소프트 블러 이지 블러링 립 틴트 11 메이플,147.78,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2560239425?sitmNo=LO2560239425_2560239426&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-48384394360,컬러그램,shadow,6,[5초눈확장/중안부축소]컬러그램 올인원 애교살 메이커 10COLOR,147.6,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000159062
naver-51830652412,롬앤,lip,8,[롬앤] 더 쥬시 래스팅 틴트 X2,147.44,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/34585926?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=34585926&coupon_sno=50253092
naver-55322843976,에스쁘아,lip,8,[에스쁘아] [1+1] 꾸뛰르 립 틴트 글레이즈 AD(BEST 컬러 ),146.99,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/47215798?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=47215798
naver-53648127899,더샘,shadow,3,샘물 싱글 섀도우,146.94,no,2,color_tone_intensity|suitable_selling|retail_presence,collected_complete,fetched,chicor.com,prior_detail_adapter,https://chicor.com/goods/0000000119699?utm_source=naver&utm_medium=cpc&utm_campaign=ep
naver-50276272161,뮤드,shadow,3,뮤드 풀 블룸 글로우 팔레트,146.72,no,2,color_tone_intensity|suitable_selling|retail_presence,collected_complete,fetched,chicor.com,prior_detail_adapter,https://chicor.com/goods/0000000107639?utm_source=naver&utm_medium=cpc&utm_campaign=ep
naver-56929117727,페리페라,shadow,6,페리페라 올테이크 무드 팔레트 (+브러쉬 라이너 정품 증정) | 올리브영,146.63,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,collected_partial,playwright_rendered,www.oliveyoung.co.kr,prior_detail_adapter,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000204450
naver-59489419719,에스쁘아,cheek,3,에스쁘아 블러웨어 블러쉬,146.62,no,2,color_tone_intensity|suitable_selling|retail_presence,collected_complete,fetched,chicor.com,prior_detail_adapter,https://chicor.com/goods/5100002044766?utm_source=naver&utm_medium=cpc&utm_campaign=ep
naver-56354126230,정샘물 뷰티,cheek,3,[정샘물뷰티] 정샘물 아티스트 쿠션 블러쉬 블러 (글로스미니 로즈도즈),146.07,yes,3,shade_options|color_tone_intensity|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/50435892?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=50435892
naver-58334238932,웨이크메이크,cheek,3,[핑거퍼프 기획]웨이크메이크 쉬어 글로우 리퀴드 블러셔 5COLOR 기획,145.98,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000211575
naver-60675904491,데이지크,lip,10,[데이지크] 폴리포켓 수플레 컬러 팟,145.96,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/72890448?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=72890448
naver-56414744410,3CE,cheek,3,[햇살광블러셔/브러쉬증정기획] 3CE 바운시 블러 밤 단품/기획,145.86,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000230953
naver-91125520174,네이밍,shadow,6,네이밍 퍼펙테일 아이 디자이닝 섀도우 듀오,145.84,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/13581009763
naver-46473712336,하트퍼센트,shadow,6,[하트퍼센트] 도트 온 무드 아이팔레트,145.78,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/305741368?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-33312482384,뮤드,cheek,5,플러터 블러셔,145.77,yes,3,color_tone_intensity|finish_texture|suitable_selling|retail_presence,collected_complete,fetched,chicor.com,prior_detail_adapter,https://chicor.com/goods/0000000073181?utm_source=naver&utm_medium=cpc&utm_campaign=ep
naver-60470423917,투쿨포스쿨,cheek,6,투쿨포스쿨 바이로댕 블러셔,145.68,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2702317088?sitmNo=LO2702317088_2702317089&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-28780183274,롬앤,shadow,6,[롬앤] 베러 댄 팔레트,145.66,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/301446185?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-60680833764,뮤드,cheek,6,[NEW컬러] 뮤드 플러터 블러셔 8종 택1,145.59,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2713414419?sitmNo=LO2713414419_2713414422&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60691536495,웨이크메이크,shadow,6,웨이크메이크 소프트 블러링 아이 팔레트 05 뮤트 코랄 블러링 3개,145.57,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2393757153?sitmNo=LO2393757153_2393757154&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
