candidateId,brand,category,rankInBrandCategory,productName,priorityScore,selectedForBatch,missingCoreFieldCount,missingFieldGroups,detailCollectionStatus,fetchStatus,domain,sourceStrategy,sourceUrl
naver-60464969790,라카,lip,1,라카 퍼펙트 트윈립,184.37,yes,4,color_tone_intensity|finish_texture|suitable_selling|retail_presence,collected_complete,fetched,chicor.com,prior_detail_adapter,https://chicor.com/goods/5100002077792?utm_source=naver&utm_medium=cpc&utm_campaign=ep
naver-31318154013,페리페라,lip,1,페리페라 [NEW] 잉크 무드 글로이 틴트,181.67,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.lotteimall.com,naver_live_offer_title_rule_adapter,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=1957100092&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
naver-33681517414,데이지크,lip,1,[데이지크] 쥬시 듀이 틴트,181.58,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/301813862?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-44905853047,클리오,lip,1,클리오 [NEW컬러출시] 크리스탈 글램 밤,181.55,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,display.cjonstyle.com,naver_live_offer_title_rule_adapter,https://display.cjonstyle.com/p/item/2024412267?infl_cd=I0696&utm_medium=pcs&utm_source=naver
naver-87051377445,정샘물 뷰티,lip,1,[7월 슈퍼적립] 정샘물 뉴클래식 매트 립스틱 3.5g,181.52,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/9506875176
naver-40173750236,3CE,lip,1,[1+1] 3CE 블러 워터 틴트,181.49,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.hmall.com,naver_live_offer_title_rule_adapter,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2151022241&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale
naver-55799295334,에뛰드,lip,1,[에뛰드] 포근 픽싱 틴트,181.46,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1089439700&vodFlag=N&prdseqnum=1089439700&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-58017348260,더샘,lip,1,더샘 새미스 크레마 벨벳 틴트 10colors,181.43,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1098280123&vodFlag=N&prdseqnum=1098280123&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-56999669954,VDL,lip,1,VDL 립스테인 에센셜 글로우 틴트 플레인피치,181.4,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,search.shopping.naver.com,naver_live_offer_title_rule_adapter,https://search.shopping.naver.com/catalog/56999669954
naver-40887390445,뮤드,lip,1,[뮤드] 소프트 블러 틴트 3g,181.22,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/303044923?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-57918549046,롬앤,lip,2,롬앤 글래스팅 워터 틴트 | 올리브영,178.52,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,collected_partial,playwright_rendered,www.oliveyoung.co.kr,prior_detail_adapter,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000136343
naver-46090066033,페리페라,lip,2,[NEW COLOR] 페리페라 오버 블러 틴트,177.49,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1050493514&vodFlag=N&prdseqnum=1050493514&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-57559079333,VDL,lip,2,VDL 립스테인 컴포트 슬립 11 더티비엔나,177.4,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,search.shopping.naver.com,naver_live_offer_title_rule_adapter,https://search.shopping.naver.com/catalog/57559079333
naver-54648462136,클리오,lip,2,클리오 [NEW] 클리오 볼륨메이트 틴트 (글로스/블러),177.37,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.lotteimall.com,naver_live_offer_title_rule_adapter,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2975513837&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
naver-48351243046,에뛰드,lip,2,[에뛰드] 디어 달링 마커 틴트 2개,177.28,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1057222501&vodFlag=N&prdseqnum=1057222501&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-58971305083,더샘,lip,2,[현대백화점 커넥트현대] [더샘] 새미스 크레마 벨벳 틴트,177.25,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,hi.thehyundai.com,naver_live_offer_title_rule_adapter,https://hi.thehyundai.com/product/40A2163964?ReferCode=429&utm_source=naver_ep&utm_medium=ep_price
naver-33468426847,하트퍼센트,lip,2,[하트퍼센트] 도트 온 무드 퓨어 글로우 틴트,177.1,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/301797461?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-59979811618,뮤드,lip,2,뮤드 소프트 블러 틴트 3g 4657204,177.04,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2675690170?sitmNo=LO2675690170_2675690171&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60202637260,네이밍,lip,1,[7월 올영픽/위위시헌쌤픽] 네이밍 하이 듀 립 글레이즈 (+미니틴트) 9colors,176.34,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000257218
naver-57918547816,롬앤,lip,3,롬앤 듀이풀 워터 틴트 | 올리브영,174.34,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,collected_partial,playwright_rendered,www.oliveyoung.co.kr,prior_detail_adapter,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000158893
naver-89820662148,정샘물 뷰티,lip,3,정샘물 립프레션 메탈 세럼 글로스 10ml,173.52,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/12276151432
naver-45396573312,페리페라,lip,3,[2EA]페리페라 잉크 무드 글로이 틴트,173.31,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1007622505&vodFlag=N&prdseqnum=1007622505&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-59026893112,웨이크메이크,lip,3,웨이크메이크 오버 블러링 팟 4.5g,173.25,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2625990178?sitmNo=LO2625990178_2625990179&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-50134169742,데이지크,lip,3,[데이지크] 수플레 컬러 팟,173.22,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/306035805?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-53073130697,클리오,lip,3,[왕실에디션]클리오 크리스탈 글램 틴트,173.19,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1032428272&vodFlag=N&prdseqnum=1032428272&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-40058337109,3CE,lip,3,3CE 블러 워터 틴트+미니아이스위치(랜덤),173.13,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,not_attempted,,www.hmall.com,naver_live_offer_title_rule_adapter,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2150777188&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale
naver-23779728577,에뛰드,lip,3,에뛰드 [과즙틴트] 디어 달링 워터 틴트 /후르츠 워터 틴트,173.1,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO1209312268?sitmNo=LO1209312268_1209312269&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60387219005,더샘,lip,3,[온누리상품] 더샘 플로우 립 리얼래스팅 틴트,173.07,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2697834144?sitmNo=LO2697834144_2697834145&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-51840641529,네이밍,lip,3,[네이밍] 블러리 하트 립 틴트 듀오,172.98,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/306264184?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-60486157596,투쿨포스쿨,lip,3,143897 TOO COOL FOR SCHOOL 듀 블러리 틴트,172.95,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2702784004?sitmNo=LO2702784004_2702784005&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-54413612806,뮤드,lip,3,[뮤드] mude 글라세 립 틴트 11종 택1,172.86,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2474508903?sitmNo=LO2474508903_2474508904&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-49163543139,정샘물 뷰티,lip,2,[정샘물뷰티] 정샘물 립프레션 시스루 틴트,172.52,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/2926732?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2926732
naver-58490394145,컬러그램,lip,2,[컬러립밤]컬러그램 틴토리 잼 6COLOR,172.46,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000201777
naver-59075048820,데이지크,lip,2,[미니 틴트 증정] 데이지크 쥬시 듀이 틴트 28 colors (단품/기획),172.4,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000184327
naver-59099480547,라카,lip,2,라카 팝핑 벌룬 틴트 4.5g 12종,172.19,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000212152
naver-57498587578,네이밍,lip,2,[7월 올영픽/미지근탠드립] 네이밍 오버 듀 글로시 립 틴트 (+부오이 헤어클립) 21colors,172.16,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000235351
naver-56466315820,투쿨포스쿨,lip,2,투쿨포스쿨 스웨이 립 벨벳 (기획/단품),172.13,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000232145
naver-53055869728,에스쁘아,lip,4,[에스쁘아] 꾸뛰르 꾸뛰르 글레이즈 AD,170.71,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/40293501?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=40293501
naver-55025631188,롬앤,lip,1,롬앤 컬러 립 매트,169.7,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000219477
naver-55568229070,컬러그램,lip,1,[착색블러]컬러그램 쥬시 잼 블러 틴트 8COLOR,169.64,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000228696
naver-60231168254,웨이크메이크,lip,1,[NEW/미니틴트 기획] 웨이크메이크 볼드 립 블러 틴트 15COLOR,169.61,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000258196
naver-83396832040,정샘물 뷰티,lip,4,정샘물 립프레션 시스루 틴트 4g,169.52,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,smartstore.naver.com,naver_live_offer_title_rule_adapter,https://smartstore.naver.com/main/products/5852332626
naver-60684672339,VDL,lip,4,[광택천재] VDL 립스테인 에센셜 글로우 틴트,169.4,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,link.coupang.com,naver_live_offer_title_rule_adapter,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9600439230&ctag=9600439230&lptag=V94833043745&itemId=27873875604&vendorItemId=94833043745&spec=10305199
naver-57004215532,투쿨포스쿨,lip,1,[투쿨포스쿨] 보송틴트 스웨이 립 벨벳,169.31,yes,3,shade_options|color_tone_intensity|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/53133377?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=53133377
naver-56467457925,하트퍼센트,lip,1,[NEW컬러] 하트퍼센트 도트 온 무드 퓨어 글로우 틴트 6.8g 5종,169.28,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000174069
naver-55287186644,에스쁘아,lip,1,[세레나데/블러틴트] 에스쁘아 꾸뛰르 립틴트 피팅 블러 4g 12colors,169.25,yes,3,shade_options|color_tone_intensity|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000222885
naver-46865764264,페리페라,lip,4,페리페라 잉크 무드 글로이 틴트,169.13,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1006497233&vodFlag=N&prdseqnum=1006497233&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-45922519249,웨이크메이크,lip,4,웨이크메이크 듀이 젤 글로우 틴트 1.8g - 립틴트/R,169.07,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2265610375?sitmNo=LO2265610375_2265610386&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-54629488913,데이지크,lip,4,[데이지크] 쥬시 듀이 글로우 틴트 5.5g,169.04,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/306905345?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-57486643586,클리오,lip,4,클리오 볼륨메이트 틴트 (글로스 블러),169.01,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,web.queenit.kr,naver_live_offer_title_rule_adapter,https://web.queenit.kr/product/e4e4b3af025098fc1acc4f11bbcc39cf?open_app=true
naver-49180026453,3CE,lip,4,3CE 레이지 팝 립 스테인 (증)미니틴트(랜덤),168.95,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2339367158?sitmNo=LO2339367158_2339367159&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-23760265852,에뛰드,lip,4,에뛰드스튜디오 디어 달링 워터 틴트 New Color /후르츠 워터 립틴트,168.92,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,display.cjonstyle.com,naver_live_offer_title_rule_adapter,https://display.cjonstyle.com/p/item/66579905?infl_cd=I0696&utm_medium=pcs&utm_source=naver
naver-60387220767,더샘,lip,4,[온누리상품] 더샘 플로우 립 리얼래스팅 틴트 CR01 업사이드,168.89,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2697834114?sitmNo=LO2697834114_2697834115&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-56891458078,네이밍,lip,4,[네이밍] 오버 듀 글로시 립 틴트,168.8,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.wconcept.co.kr,naver_live_offer_title_rule_adapter,http://www.wconcept.co.kr/Product/307500208?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
naver-60640985652,하트퍼센트,lip,4,하트퍼센트 립 앤 치크 틴트 매트 글로우 커스텀 싱글 MNS,168.74,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2711686482?sitmNo=LO2711686482_2711686483&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-60514608349,뮤드,lip,4,뮤드 소프트 블러 매트 새틴 립 틴트 01 러스티 슈가,168.68,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2560239246?sitmNo=LO2560239246_2560239247&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
naver-58115914508,에뛰드,shadow,1,에뛰드 뽀용 아이 메이커 4 Colors,168.32,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000228774
naver-49163458340,데이지크,cheek,1,[데이지크] 블렌딩 무드 치크,168.31,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,failed,http_error,m.a-bly.com,do_not_retry_generic_fetch_manual_review,https://m.a-bly.com/goods/4582150?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=4582150
naver-59629361232,컬러그램,lip,3,[포켓몬 에디션/NEW 컬러]컬러그램 탕후루 탱글 틴트 딥 글레이즈 8COLOR,168.28,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000245109
naver-56422598801,클리오,cheek,1,클리오 에센셜 립치크 탭 4.5g 14종,168.28,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000211400
naver-51722822691,라카,lip,3,[미니틴트본품증정] 라카 프루티 글램 틴트 4.5g (단품/기획),168.01,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000164559
naver-60470066288,하트퍼센트,cheek,1,[NEW] 하트퍼센트 도트 온 무드 커스텀 립앤치크 9.4g 2종,168.01,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000213083
naver-57395588830,롬앤,shadow,1,롬앤 슬라이드 인 싱글 | 올리브영,167.56,yes,4,shade_options|color_tone_intensity|finish_texture|suitable_selling,collected_partial,playwright_rendered,www.oliveyoung.co.kr,prior_detail_adapter,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000212611
naver-60656591370,라카,lip,5,[1분픽싱] 라카 퍼펙트 트윈 립 4.7g+4.2g 10 colors,166.65,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling,failed,http_error,www.oliveyoung.co.kr,do_not_retry_generic_fetch_manual_review,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000255256
naver-46865944535,페리페라,shadow,1,[NEW COLOR] 페리페라 잉크 포켓 섀도우 팔레트,166.53,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,with.gsshop.com,naver_live_offer_title_rule_adapter,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1025679446&vodFlag=N&prdseqnum=1025679446&utm_source=price&utm_medium=affiliate&utm_campaign=naver
naver-54509116619,클리오,shadow,1,클리오 소프트 블렌딩 섀도우 스틱,166.41,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,display.cjonstyle.com,naver_live_offer_title_rule_adapter,https://display.cjonstyle.com/p/item/2056344657?infl_cd=I0696&utm_medium=pcs&utm_source=naver
naver-59101837312,3CE,shadow,1,3CE 아이 스위치 스틱 [증정]아이스위치 미니(랜덤),166.35,yes,5,shade_options|color_tone_intensity|finish_texture|suitable_selling|retail_presence,not_attempted,,www.lotteon.com,naver_live_offer_title_rule_adapter,https://www.lotteon.com/p/product/LO2626327634?sitmNo=LO2626327634_2626327635&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
