brand,category,rankInBrandCategory,productName,dataCompleteness,phaseCStatus,detailCollectionStatus,fetchStatus,detailBlockedReason,detailFailureReason,finish,texture,shadeOptionCount,sellingPoints,suitableFor,oliveYoungStatus,departmentStoreStatus,brandCountry,mallName,price,sourceUrl
롬앤,base,2,[롬앤] 베어 워터 쿠션 20g (본품),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,17100,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1062918579&vodFlag=N&prdseqnum=1062918579&utm_source=price&utm_medium=affiliate&utm_campaign=naver
롬앤,base,3,[롬앤] 베어 워터 쿠션 20g (리필),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,11300,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1063267915&vodFlag=N&prdseqnum=1063267915&utm_source=price&utm_medium=affiliate&utm_campaign=naver
롬앤,base,4,[W shopping] 롬앤 누 제로 쿠션 15g (본품),partial_detail,manual_review_required,collected_partial,fetched,terms_not_configured,,,cushion,0,,natural_makeup,unknown,unknown,Korea,W쇼핑,14760,http://www.w-shopping.co.kr/display/goods/21477851?mediaCode=MC44
롬앤,base,5,[W shopping] 롬앤 베어 워터 쿠션 20g (본품),partial_detail,manual_review_required,collected_partial,fetched,terms_not_configured,,,cushion,0,,natural_makeup,unknown,unknown,Korea,W쇼핑,16290,http://www.w-shopping.co.kr/display/goods/21477849?mediaCode=MC44
롬앤,base,6,[W shopping] 롬앤 베어 워터 쿠션 20g (리필),partial_detail,manual_review_required,collected_partial,fetched,terms_not_configured,,,cushion,0,,natural_makeup,unknown,unknown,Korea,W쇼핑,10890,http://www.w-shopping.co.kr/display/goods/21477848?mediaCode=MC44
롬앤,base,7,[롬앤] 베어 워터 쿠션 20g (본품),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,35500,https://www.lotteon.com/p/product/LO2705989337?sitmNo=LO2705989337_2705989340&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,base,8,[롬앤] 누 제로 쿠션 15g (본품),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,15500,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1062918573&vodFlag=N&prdseqnum=1062918573&utm_source=price&utm_medium=affiliate&utm_campaign=naver
롬앤,base,9,[롬앤] 누 제로 쿠션 15g (본품),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,14250,https://www.lotteon.com/p/product/LO2345525872?sitmNo=LO2345525872_2345525877&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,base,10,[NEW] 롬앤 | 미피 베어 워터 쿠션 기획/단품 | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,,cushion,0,,daily_makeup | natural_makeup,listed,unknown,Korea,올리브영,22900,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000175792
롬앤,cheek,1,[NEW] 롬앤 쥬시 알 치크 단품/기획 | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,velvet,balm,0,blur,daily_makeup,listed,unknown,Korea,올리브영,10900,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000219047
롬앤,cheek,2,[롬앤] 베러 댄 치크,failed_detail_fetch,manual_review_required,failed,http_error,terms_not_configured,http_status:403,,,0,,,unknown,unknown,Korea,ABLY,12000,https://m.a-bly.com/goods/2012759?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2012759&coupon_sno=50253092
롬앤,cheek,3,롬앤베러댄치크-블러셔(SH),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,listed,Korea,신세계라이브쇼핑,11840,https://www.shinsegaetvshopping.com/display/detail/92919635?inMediaCode=EC12&ckwhere=naverep
롬앤,cheek,4,롬앤 시스루 베일 라이터 (하이라이터) | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,,balm,0,,daily_makeup,listed,unknown,Korea,올리브영,9900,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000144887
롬앤,cheek,5,쥬시 알 치크,complete_detail,manual_review_required,collected_complete,fetched,terms_not_configured,,,,6,,,unknown,unknown,Korea,시코르,10920,https://chicor.com/goods/0000000119859?utm_source=naver&utm_medium=cpc&utm_campaign=ep
롬앤,cheek,6,롬앤 베러 댄 치크 4g 수채화 발색 블러셔,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,6710,https://www.lotteon.com/p/product/LO2094521394?sitmNo=LO2094521394_2094521397&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,cheek,7,[롬앤] 베러 댄 치크 4g,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,listed,Korea,신세계라이브쇼핑,8440,https://www.shinsegaetvshopping.com/display/detail/70991778?inMediaCode=EC12&ckwhere=naverep
롬앤,cheek,8,롬앤 베러 댄 치크 블러셔 볼터치 C02 블루베리칩,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,8010,https://www.lotteon.com/p/product/LO2618344502?sitmNo=LO2618344502_2618344503&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,cheek,9,롬앤 베러 댄 치크 블러셔 볼터치 W02 스트로베리 밀크,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,8010,https://www.lotteon.com/p/product/LO2618346011?sitmNo=LO2618346011_2618346012&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,cheek,10,롬앤 베러 댄 치크 - 블러셔 x2SET (AD),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,23110,https://www.lotteon.com/p/product/LO2668131761?sitmNo=LO2668131761_2668131762&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,liner,1,[롬앤] [NEW/신상런칭] 한올 아이팟 라이너,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,13900,http://www.wconcept.co.kr/Product/307751209?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,liner,2,롬앤 한올 아이팟 라이너 5g (GIFT 한올 볼륨/라인 브러쉬),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롬앤,12900,https://smartstore.naver.com/main/products/12453714015
롬앤,liner,3,지그재그 스토어,partial_detail,manual_review_required,collected_partial,fetched,terms_not_configured,,,liner,0,,,unknown,unknown,Korea,지그재그,14000,https://zigzag.kr/link/bridge?product_id=165825163&shop_id=14039&utm_source=shopping_naver_all&tab=recommendation
롬앤,liner,4,롬앤 립매터 | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,,balm,0,,daily_makeup,listed,unknown,Korea,올리브영,8900,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000105803
롬앤,liner,5,[롬앤] 트윙클 펜 라이너,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,9900,http://www.wconcept.co.kr/Product/303056802?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,liner,6,롬앤 트윙클 펜 라이너 0.5g 1개,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,네이버,9900,https://search.shopping.naver.com/catalog/59386592734
롬앤,liner,7,[롬앤] [NEW] 더 유니버스 리퀴드 글리터 4colors,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,8900,http://www.wconcept.co.kr/Product/305873822?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,liner,8,롬앤 더 유니버스 리퀴드 글리터 1개,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,네이버,8900,https://search.shopping.naver.com/catalog/59386616306
롬앤,liner,9,롬앤 한올 아이팟 라이너 01 브라운 토프 5g 2개,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,쿠팡,25800,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9327708235&ctag=9327708235&lptag=I27660792630&itemId=27660792630&vendorItemId=94623091911&spec=10305197
롬앤,liner,10,[NEW/ 롬앤] 한올 아이팟 라이너,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,11번가,15170,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8977558499&tid=1000000061
롬앤,brow,1,[롬앤] 한올 샤프/플랫 브로우 12종,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,8900,http://www.wconcept.co.kr/Product/301447328?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,brow,2,[롬앤] 한올 브로우 카라,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,10900,http://www.wconcept.co.kr/Product/302630289?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,brow,3,한올 샤프 브로우,complete_detail,manual_review_required,collected_complete,fetched,terms_not_configured,,,,5,,,unknown,unknown,Korea,시코르,8880,https://chicor.com/goods/0000000036952?utm_source=naver&utm_medium=cpc&utm_campaign=ep
롬앤,brow,4,한올 브로우 픽서,complete_detail,manual_review_required,collected_complete,fetched,terms_not_configured,,,,1,,,unknown,unknown,Korea,시코르,9900,https://chicor.com/goods/0000000036961?utm_source=naver&utm_medium=cpc&utm_campaign=ep
롬앤,brow,5,한올 브로우 카라,complete_detail,manual_review_required,collected_complete,fetched,terms_not_configured,,,,4,,,unknown,unknown,Korea,시코르,9840,https://chicor.com/goods/0000000089063?utm_source=naver&utm_medium=cpc&utm_campaign=ep
롬앤,brow,6,[롬앤] 한올 브로우 카라x2,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,20900,http://www.wconcept.co.kr/Product/305923814?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,brow,7,롬앤 한올 샤프 브로우,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,8370,https://www.lotteon.com/p/product/LO2464667354?sitmNo=LO2464667354_2464667355&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
롬앤,brow,8,[롬앤] 한올 브로우 픽서,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,9900,http://www.wconcept.co.kr/Product/301447391?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,brow,9,[롬앤] 한올 플랫+샤프브로우 2종,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,16900,http://www.wconcept.co.kr/Product/301486129?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
롬앤,brow,10,한올 플랫 브로우 ,complete_detail,manual_review_required,collected_complete,fetched,terms_not_configured,,,,5,,,unknown,unknown,Korea,시코르,7920,https://chicor.com/goods/0000000036946?utm_source=naver&utm_medium=cpc&utm_campaign=ep
페리페라,lip,1,페리페라 [NEW] 잉크 무드 글로이 틴트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,listed,Korea,롯데홈쇼핑,8360,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=1957100092&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
페리페라,lip,2,[NEW COLOR] 페리페라 오버 블러 틴트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,9610,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1050493514&vodFlag=N&prdseqnum=1050493514&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,lip,3,[2EA]페리페라 잉크 무드 글로이 틴트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,16940,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1007622505&vodFlag=N&prdseqnum=1007622505&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,lip,4,페리페라 잉크 무드 글로이 틴트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,8810,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1006497233&vodFlag=N&prdseqnum=1006497233&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,lip,5,페리페라 잉크 더 에어리 벨벳 4g 6 Colors | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,velvet,tint,0,,daily_makeup,listed,unknown,Korea,올리브영,8000,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000121562
페리페라,lip,6,페리페라 오버 블러 틴트 04 코랄랄라,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,롯데ON,7180,https://www.lotteon.com/p/product/LO2573390989?sitmNo=LO2573390989_2573390990&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
페리페라,lip,7,[페리페라] 무드 글로이 틴트 26AD,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,10000,http://www.wconcept.co.kr/Product/308266331?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
페리페라,lip,8,[2EA]페라페라 잉크 에어리벨벳(AD),blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,16010,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=98630846&vodFlag=N&prdseqnum=98630846&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,lip,9,[NEW COLOR] 페리페라 무드 글로이 틴트 26AD,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,9360,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1106843033&vodFlag=N&prdseqnum=1106843033&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,lip,10,[페리페라] 잉크 무드 글로이 틴트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,더블유컨셉,9500,http://www.wconcept.co.kr/Product/308168279?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none
페리페라,shadow,1,[NEW COLOR] 페리페라 잉크 포켓 섀도우 팔레트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,12000,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1025679446&vodFlag=N&prdseqnum=1025679446&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,shadow,2,페리페라 올테이크 무드 라이크 팔레트 | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,velvet,powder,0,blur,daily_makeup,listed,unknown,Korea,올리브영,22400,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000183970
페리페라,shadow,3,[애교살 스틱 증정기획] 페리페라 잉크 포켓 섀도우 팔레트 (단품/기획) | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,,powder,0,,daily_makeup,listed,unknown,Korea,올리브영,15000,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000124399
페리페라,shadow,4,페리페라 올테이크 무드 라이크팔레트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,22410,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1031422938&vodFlag=N&prdseqnum=1031422938&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,shadow,5,[NEW COLOR]페리페라 올테이크 무드 팔레트,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,unknown,Korea,GSSHOP,20440,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=56383243&vodFlag=N&prdseqnum=56383243&utm_source=price&utm_medium=affiliate&utm_campaign=naver
페리페라,shadow,6,페리페라 올테이크 무드 팔레트 (+브러쉬 라이너 정품 증정) | 올리브영,partial_detail,manual_review_required,collected_partial,playwright_rendered,robots_fetch_failed_requires_manual_review,,,powder,0,,cool_tone | daily_makeup,listed,unknown,Korea,올리브영,18400,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000204450
페리페라,shadow,7,페리페라 [NEW] 페리페라 무드 인 쉐이드 아이스틱,blocked_detail_fetch,blocked,not_attempted,,robots_disallowed,,,,0,,,unknown,listed,Korea,롯데홈쇼핑,8960,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2950695029&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare
