priority,candidateId,brand,productName,category,targetFields,sourceUrls,allowedSourceHints,sourceAdapter,domain,robotsStatus,termsStatus,detailFetchDecision,extractedFields,phaseCStatus,blockedReason,needsManualReview
152,naver-60388593638,컬러그램,컬러그램 틴토리 솜 블러셔 썸탠저린 3호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697921308?sitmNo=LO2697921308_2697921309&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
153,naver-60388598321,컬러그램,컬러그램 틴토리 솜 블러셔 베어바나 9호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697920785?sitmNo=LO2697920785_2697920786&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
154,naver-60388594239,컬러그램,컬러그램 틴토리 솜 블러셔 말랑살구 1호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697921509?sitmNo=LO2697921509_2697921510&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
155,naver-60388594078,컬러그램,컬러그램 틴토리 솜 블러셔 체리버니 10호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697920670?sitmNo=LO2697920670_2697920671&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
156,naver-60388595258,컬러그램,컬러그램 틴토리 솜 블러셔 도란도화 2호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697921401?sitmNo=LO2697921401_2697921402&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
157,naver-60388594572,컬러그램,컬러그램 틴토리 솜 블러셔 홍시그널 5호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697921201?sitmNo=LO2697921201_2697921202&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
158,naver-60388601127,컬러그램,컬러그램 틴토리 솜 블러셔 무화카롱 6호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697921096?sitmNo=LO2697921096_2697921097&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
159,naver-60388592755,컬러그램,컬러그램 틴토리 솜 블러셔 앙쿨모브 8호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697920889?sitmNo=LO2697920889_2697920890&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish,blocked,robots_disallowed,True
160,naver-60388598000,컬러그램,컬러그램 틴토리 솜 블러셔 꼬숩땅콩 7호,cheek,colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2697920997?sitmNo=LO2697920997_2697920998&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
161,naver-50894865563,컬러그램,[꼬막눈 확장/듀오기획]컬러그램 음영 창조 라이너 10COLOR (기획/단품),liner,colorFamily | texture | intensity,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000162103,brand_official | oliveyoung | naver_detail | manual,oliveyoung_partner_url,www.oliveyoung.co.kr,fetch_failed_requires_manual_review,fetch_failed_requires_manual_review,manual_review_required_before_detail_fetch,,manual_review_required,robots_fetch_failed_requires_manual_review,True
162,naver-57540513604,컬러그램,컬러그램 음영 창조 라이너 02 30% 음영 자연스러운 음영 완성 2개,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2208112624?sitmNo=LO2208112624_2208112625&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,intensity,blocked,robots_disallowed,True
163,naver-46870688566,컬러그램,컬러그램 음영 창조 라이너 0.5g,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2290223045?sitmNo=LO2290223045_2290223046&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
164,naver-60422405517,컬러그램,컬러그램 음영 창조 라이너 (11 30퍼센트 그레이 브라운),liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2699515576?sitmNo=LO2699515576_2699515577&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | shadeName | shadeSource,blocked,robots_disallowed,True
165,naver-60388493059,컬러그램,컬러그램 음영 창조 라이너 1+1 20% 음영,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697919236?sitmNo=LO2697919236_2697919237&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
166,naver-60388496989,컬러그램,컬러그램 음영 창조 라이너 1+1 70% 음영,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697918823?sitmNo=LO2697918823_2697918824&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
167,naver-60388493053,컬러그램,컬러그램 음영 창조 라이너 1+1 70% 그레이,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697918507?sitmNo=LO2697918507_2697918508&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
168,naver-60388493036,컬러그램,컬러그램 음영 창조 라이너 1+1 30% 음영,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697919068?sitmNo=LO2697919068_2697919069&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
169,naver-60388492442,컬러그램,컬러그램 음영 창조 라이너 1+1 30% 그레이,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697918669?sitmNo=LO2697918669_2697918670&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
170,naver-60388493495,컬러그램,컬러그램 음영 창조 라이너 1+1 30% 썬브라운,liner,colorFamily | texture | intensity,https://www.lotteon.com/p/product/LO2697918011?sitmNo=LO2697918011_2697918012&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily,blocked,robots_disallowed,True
171,naver-59386591717,컬러그램,컬러그램 쓱싹 오토 브로우 펜슬 0.18g 1개,brow,colorFamily | texture | intensity,https://search.shopping.naver.com/catalog/59386591717,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,search.shopping.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,texture,blocked,robots_disallowed,True
172,naver-55549181481,컬러그램,더샘 아이브로우 키트,brow,colorFamily | texture | intensity,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7947652419&tid=1000000061,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.11st.co.kr,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
173,naver-50665353716,컬러그램,컬러그램 쓱싹 오토 브로우 펜슬 0.18g - 아이브로우 R,brow,colorFamily | texture | intensity,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7627403291&tid=1000000061,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.11st.co.kr,fetched,not_configured,manual_review_required_before_detail_fetch,shadeName | shadeSource | texture,blocked,robots_disallowed,True
174,naver-90382367067,컬러그램,컬러그램 페이크 래쉬 메이커 01 데일리블랙,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/12837856075,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,intensity | shadeName | shadeSource,blocked,robots_disallowed,True
175,naver-90879415661,컬러그램,컬러그램 블랙아이라이너 눈썹 아이브로우 음영 창조 라이너 02 30 1개,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/13334905329,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
176,naver-90001235923,컬러그램,컬러그램 누디 블러 립펜슬 0.4g,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/12456725176,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
177,naver-90878591805,컬러그램,컬러그램 워터프루프 눈썹 음영 창조 라이너 03 70 1개,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/13334081473,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,,blocked,robots_disallowed,True
178,naver-90797012322,컬러그램,[1+1] 컬러그램 누디 블러 립펜슬 0.4g 2개 골라담기,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/13252501990,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
179,naver-90001244349,컬러그램,[SET] 컬러그램 누디 블러 립펜슬 5종세트,brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/12456733602,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
180,naver-90868526032,컬러그램,"컬러그램 언더 하이라이터 스틱 01 웜톤 | 실키 스무스 롱래스팅 하이라이터 & 컨투어링 스틱으로 얼룩 방지, 빛나는 데일리 메이크업 | K-뷰티 페이스 하이라이터 & 루미나이저",brow,colorFamily | texture | intensity,https://smartstore.naver.com/main/products/13324015700,brand_official | oliveyoung | naver_detail | manual,naver_shopping_url,smartstore.naver.com,fetched,not_configured,manual_review_required_before_detail_fetch,intensity | shadeName | shadeSource | undertone,blocked,robots_disallowed,True
181,naver-60231168254,웨이크메이크,[NEW/미니틴트 기획] 웨이크메이크 볼드 립 블러 틴트 15COLOR,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000258196,brand_official | oliveyoung | naver_detail | manual,oliveyoung_partner_url,www.oliveyoung.co.kr,fetch_failed_requires_manual_review,fetch_failed_requires_manual_review,manual_review_required_before_detail_fetch,finish | intensity | texture,manual_review_required,robots_fetch_failed_requires_manual_review,True
182,naver-56424883397,웨이크메이크,[미니틴트 증정]웨이크메이크 워터 블러링 레이어 틴트 14COLOR(단품/기획),lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000223250,brand_official | oliveyoung | naver_detail | manual,oliveyoung_partner_url,www.oliveyoung.co.kr,fetch_failed_requires_manual_review,fetch_failed_requires_manual_review,manual_review_required_before_detail_fetch,finish | texture,manual_review_required,robots_fetch_failed_requires_manual_review,True
183,naver-59026893112,웨이크메이크,웨이크메이크 오버 블러링 팟 4.5g,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2625990178?sitmNo=LO2625990178_2625990179&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish,blocked,robots_disallowed,True
184,naver-45922519249,웨이크메이크,웨이크메이크 듀이 젤 글로우 틴트 1.8g - 립틴트/R,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2265610375?sitmNo=LO2265610375_2265610386&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
185,naver-59504100688,웨이크메이크,웨이크메이크 컬러그램 누디 블러 틴트 AD 5g -/R,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2647409946?sitmNo=LO2647409946_2647409947&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
186,naver-60278851230,웨이크메이크,웨이크메이크 볼드 립 블러 틴트 애프리시티 3호,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2692596343?sitmNo=LO2692596343_2692596344&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | intensity | texture,blocked,robots_disallowed,True
187,naver-58992080116,웨이크메이크,웨이크메이크 워터 블러링 레이어 틴트,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2624625975?sitmNo=LO2624625975_2624625976&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
188,naver-54972530313,웨이크메이크,웨이크메이크 워터 블러링 레이어 틴트 콜드하이 8호,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2490172489?sitmNo=LO2490172489_2490172490&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
189,naver-58914013741,웨이크메이크,웨이크메이크 워터 블러링 레이어 틴트 4.6g -/R,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2621023000?sitmNo=LO2621023000_2621023001&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
190,naver-46865249941,웨이크메이크,웨이크메이크 듀이 젤 글로우 틴트 3g 유통기한임박,lip,shadeName | colorFamily | undertone | finish | texture | intensity,https://www.lotteon.com/p/product/LO2290203830?sitmNo=LO2290203830_2290203837&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
191,naver-55580987021,웨이크메이크,[NEW/크림블러셔 기획] 웨이크메이크 소프트 블러링 아이팔레트(단품/기획),shadow,palette | colorFamily | finish | texture,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000180532,brand_official | oliveyoung | naver_detail | manual,oliveyoung_partner_url,www.oliveyoung.co.kr,fetch_failed_requires_manual_review,fetch_failed_requires_manual_review,manual_review_required_before_detail_fetch,finish | texture,manual_review_required,robots_fetch_failed_requires_manual_review,True
192,naver-60691158237,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 08 캔디코랄 블러링,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2443873547?sitmNo=LO2443873547_2443873548&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
193,naver-60691158417,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 05 뮤트 코랄 블러링,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2393757119?sitmNo=LO2393757119_2393757120&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
194,naver-60263586437,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 03 선셋 블러링,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2297826079?sitmNo=LO2297826079_2297826080&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
195,naver-60691536523,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 08 캔디코랄 블러링 3개,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2443873598?sitmNo=LO2443873598_2443873599&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | texture,blocked,robots_disallowed,True
196,naver-60691536495,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 05 뮤트 코랄 블러링 3개,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2393757153?sitmNo=LO2393757153_2393757154&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | texture,blocked,robots_disallowed,True
197,naver-60691159021,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 05 뮤트 코랄 블러링 2개,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2393757135?sitmNo=LO2393757135_2393757136&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | texture,blocked,robots_disallowed,True
198,naver-60691158449,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 08 캔디코랄 블러링 2개,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2443873575?sitmNo=LO2443873575_2443873576&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | texture,blocked,robots_disallowed,True
199,naver-60408327640,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 10 레이지 핑크 블러링,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2349339860?sitmNo=LO2349339860_2349339861&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
200,naver-60408326329,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 10 레이지 핑크 블러링 2개,shadow,palette | colorFamily | finish | texture,https://www.lotteon.com/p/product/LO2349339955?sitmNo=LO2349339955_2349339956&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | texture,blocked,robots_disallowed,True
201,naver-56212686933,웨이크메이크,[파우치 기획]웨이크메이크 워터 글로우 코팅밤(단품/기획),base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000209147,brand_official | oliveyoung | naver_detail | manual,oliveyoung_partner_url,www.oliveyoung.co.kr,fetch_failed_requires_manual_review,fetch_failed_requires_manual_review,manual_review_required_before_detail_fetch,finish | texture,manual_review_required,robots_fetch_failed_requires_manual_review,True
202,naver-58148555384,웨이크메이크,웨이크메이크 워터 글로우 코팅밤 본품+리필,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2534596573?sitmNo=LO2534596573_2534596574&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
203,naver-51041426749,웨이크메이크,웨이크메이크 워터 글로우 코팅쿠션 본품+리필 기획,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2379947057?sitmNo=LO2379947057_2379947059&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
204,naver-58497584938,웨이크메이크,웨이크메이크 심리스 웨어 쿠션 본품+리필 기획세트,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2604552054?sitmNo=LO2604552054_2604552055&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,texture,blocked,robots_disallowed,True
205,naver-59077741500,웨이크메이크,웨이크메이크 워터 글로우 코팅 쿠션 본품+리필 23 베이지,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2628337163?sitmNo=LO2628337163_2628337164&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,colorFamily | finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
206,naver-52340604287,웨이크메이크,웨이크메이크 워터 글로우 코팅쿠션 본품+리필 기획,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2421714623?sitmNo=LO2421714623_2421714624&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | texture,blocked,robots_disallowed,True
207,naver-59026784250,웨이크메이크,웨이크메이크 워터 글로우 코팅밤 12.5g (본품12.5g +리필12.5g ),base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2625990197?sitmNo=LO2625990197_2625990198&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,finish | shadeName | shadeSource | texture,blocked,robots_disallowed,True
208,naver-60638545978,웨이크메이크,웨이크메이크 심리스 웨어 쿠션 본품+리필 택1,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2711225721?sitmNo=LO2711225721_2711225722&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,texture,blocked,robots_disallowed,True
209,naver-60565548610,웨이크메이크,컨실러리필 웨이크메이크 심리스 웨어 쿠션 9COLOR 기획 4044760,base,shadeName | undertone | finish | coverage | skinTypeTags,https://www.lotteon.com/p/product/LO2706823755?sitmNo=LO2706823755_2706823756&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,brand_official | oliveyoung | naver_detail | manual,unknown_partner_url,www.lotteon.com,fetched,not_configured,manual_review_required_before_detail_fetch,texture,blocked,robots_disallowed,True
