priorityScore,candidateId,brand,category,rankInBrandCategory,productName,manualCoreFields,alsoUsefulFields,currentPriceKrw,currentPurchaseUrl,currentImageUrl,officialSourceUrl,retailSourceUrl,sourceUrl,shadeOptionsCurrent,colorFamilyCurrent,undertoneCurrent,intensityCurrent,finishCurrent,textureCurrent,suitableForCurrent,sellingPointsCurrent,oliveYoungListedStatus,departmentStoreListedStatus,manualStatus,manualNotes
220,naver-56707958732,VDL,shadow,10,(신세계하남점)아이샤인 컬러모드 팔레트,"colorFamily,finish,shadeOptions,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed",30080,https://www.shinsegaetvshopping.com/display/detail/57213559?inMediaCode=EC12&ckwhere=naverep,https://shopping-phinf.pstatic.net/main_5670795/56707958732.jpg,,https://www.shinsegaetvshopping.com/display/detail/57213559?inMediaCode=EC12&ckwhere=naverep,https://www.shinsegaetvshopping.com/display/detail/57213559?inMediaCode=EC12&ckwhere=naverep,[],,,,,powder,[],[],unknown,collected,todo,
220,naver-50519987812,롬앤,shadow,2,[롬앤]베러댄팔레트6g,"colorFamily,finish,shadeOptions,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed",17370,https://www.shinsegaetvshopping.com/display/detail/70855366?inMediaCode=EC12&ckwhere=naverep,https://shopping-phinf.pstatic.net/main_5051998/50519987812.jpg,,https://www.shinsegaetvshopping.com/display/detail/70855366?inMediaCode=EC12&ckwhere=naverep,https://www.shinsegaetvshopping.com/display/detail/70855366?inMediaCode=EC12&ckwhere=naverep,[],,,,,powder,[],[],unknown,collected,todo,
220,naver-60419371058,투쿨포스쿨,shadow,1,[투쿨포스쿨] ONLY ABLY 프로타주 펜슬 / 틴트 / 브로우 / 라이너 외,"colorFamily,finish,shadeOptions,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed,departmentStoreListed",6900,https://m.a-bly.com/goods/38022424?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=38022424,https://shopping-phinf.pstatic.net/main_6041937/60419371058.1.jpg,,https://m.a-bly.com/goods/38022424?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=38022424,https://m.a-bly.com/goods/38022424?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=38022424,[],,,,,tint,[],[],unknown,unknown,todo,
220,naver-49163556987,투쿨포스쿨,shadow,2,[투쿨포스쿨] 애교살 아트클래스 프로타주 펜슬 + 핑크 샤프너/프로타주 펜슬 랜덤,"colorFamily,finish,shadeOptions,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed,departmentStoreListed",18200,https://m.a-bly.com/goods/3093065?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3093065,https://shopping-phinf.pstatic.net/main_4916355/49163556987.46.jpg,,https://m.a-bly.com/goods/3093065?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3093065,https://m.a-bly.com/goods/3093065?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=3093065,[],,,,,powder,[],[],unknown,unknown,todo,
216,naver-59777216016,컬러그램,lip,10,[포켓몬 에디션/메탈참 증정/NEW]컬러그램 누디 블러 스틱 11COLOR,"colorFamily,shadeOptions,texture,undertone","intensity,suitableFor,departmentStoreListed",9800,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000252785,https://shopping-phinf.pstatic.net/main_5977721/59777216016.jpg,,,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000252785,[],,,,velvet,,[],"[""blur""]",collected,unknown,todo,
216,naver-51616189391,롬앤,shadow,5,롬앤 슬라이드 인 싱글 케이스 (섀도우 공용기) | 올리브영,"colorFamily,finish,shadeOptions,undertone","intensity,sellingPoints,departmentStoreListed",5400,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000213963,https://shopping-phinf.pstatic.net/main_5161618/51616189391.jpg,https://romand.co.kr/product/롬앤-슬라이드-인-싱글-케이스/959/,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213963,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000213963,[],,,sheer,,powder,"[""daily_makeup""]",[],collected,unknown,todo,
204,naver-58797762337,더샘,cheek,6,온누리 더샘 샘물 싱글 블러셔 5gx2개 (GD01 골드 볼륨 라이트),"colorFamily,shadeOptions,undertone","intensity,finish,texture,suitableFor,oliveYoungListed",16570,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2247033234&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,https://shopping-phinf.pstatic.net/main_5879776/58797762337.jpg,,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2247033234&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2247033234&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,[],,,,velvet,powder,[],"[""blur"", ""lightweight""]",unknown,collected,todo,
204,naver-52766815714,뮤드,cheek,9,지그재그 스토어,"colorFamily,shadeOptions,undertone","intensity,finish,texture,suitableFor,oliveYoungListed,departmentStoreListed",32000,https://zigzag.kr/link/bridge?product_id=156583542&shop_id=21082&utm_source=shopping_naver_all&tab=recommendation,https://shopping-phinf.pstatic.net/main_5276681/52766815714.5.jpg,,,https://zigzag.kr/link/bridge?product_id=156583542&shop_id=21082&utm_source=shopping_naver_all&tab=recommendation,[],,,,velvet,powder,[],"[""blur""]",unknown,unknown,todo,
204,naver-90899740708,VDL,lip,7,브이디엘 립스틱 스타일 립스틱 아이디어 컴포트 슬립 13 카페 로마노 1개 2.5g,"colorFamily,shadeOptions,undertone","intensity,finish,texture,suitableFor,oliveYoungListed,departmentStoreListed",34600,https://smartstore.naver.com/main/products/13355230376,https://shopping-phinf.pstatic.net/main_9089974/90899740708.jpg,,,https://smartstore.naver.com/main/products/13355230376,[],,,,matte,lipstick,[],"[""long_lasting""]",unknown,unknown,todo,
204,naver-54648462136,클리오,lip,2,클리오 [NEW] 클리오 볼륨메이트 틴트 (글로스/블러),"colorFamily,shadeOptions,undertone","intensity,finish,texture,suitableFor,oliveYoungListed",11160,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2975513837&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare,https://shopping-phinf.pstatic.net/main_5464846/54648462136.3.jpg,,,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2975513837&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare,[],,,,velvet,tint,[],"[""blur""]",unknown,collected,todo,
204,naver-57486643586,클리오,lip,4,클리오 볼륨메이트 틴트 (글로스 블러),"colorFamily,shadeOptions,undertone","intensity,finish,texture,suitableFor,oliveYoungListed",22200,https://web.queenit.kr/product/e4e4b3af025098fc1acc4f11bbcc39cf?open_app=true,https://shopping-phinf.pstatic.net/main_5748664/57486643586.jpg,,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=2975513837&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare,https://web.queenit.kr/product/e4e4b3af025098fc1acc4f11bbcc39cf?open_app=true,[],,,,velvet,tint,[],"[""blur""]",unknown,collected,todo,
200,naver-49163536242,롬앤,shadow,3,[롬앤] 베러 댄 팔레트 (+ 총알 브러쉬 ),"colorFamily,finish,undertone","shadeOptions,intensity,suitableFor,sellingPoints,oliveYoungListed,departmentStoreListed",28900,https://m.a-bly.com/goods/2199964?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2199964&coupon_sno=50253092,https://shopping-phinf.pstatic.net/main_4916353/49163536242.9.jpg,https://romand.co.kr/product/첫구매전용-베러-댄-팔레트-스프링피버-9900원-특가/1000/,https://m.a-bly.com/goods/2199964?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2199964&coupon_sno=50253092,https://m.a-bly.com/goods/2199964?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=2199964&coupon_sno=50253092,"[{""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""12 샌디드 브리즈 가든"", ""shadeName"": ""샌디드 브리즈 가든"", ""shadeNumber"": ""12"", ""sourceType"": ""official_brand_page_option_html"", ""undertone"": null, ""undertoneConfidence"": 0}, {""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""13 오드 브리즈 가든"", ""shadeName"": ""오드 브리즈 가든"", ""shadeNumber"": ""13"", ""sourceType"": ""official_brand_page_option_html"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,powder,[],[],unknown,unknown,todo,
200,naver-60026749969,클리오,shadow,3,[단종템부활] 클리오 프로아이팔레트AD+(증정)프로아이섀도우 브러쉬,"colorFamily,finish,undertone","intensity,texture,suitableFor,sellingPoints,oliveYoungListed",23800,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=95835593&vodFlag=N&prdseqnum=95835593&utm_source=price&utm_medium=affiliate&utm_campaign=naver,https://shopping-phinf.pstatic.net/main_6002674/60026749969.1.jpg,,https://with.gsshop.com/prd/prd.gs?prdid=95835593&fromWith=Y,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=95835593&vodFlag=N&prdseqnum=95835593&utm_source=price&utm_medium=affiliate&utm_campaign=naver,"[{""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""019 낮잠자는치즈"", ""shadeName"": ""낮잠자는치즈"", ""shadeNumber"": ""019"", ""sourceType"": ""gsshop_product_option_html"", ""undertone"": null, ""undertoneConfidence"": 0}, {""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""023 스쿱오브쉐이드"", ""shadeName"": ""스쿱오브쉐이드"", ""shadeNumber"": ""023"", ""sourceType"": ""gsshop_product_option_html"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,powder,[],[],unknown,collected,todo,
196,naver-59197963708,롬앤,cheek,3,롬앤베러댄치크-블러셔(SH),"colorFamily,shadeOptions,undertone","intensity,texture,suitableFor,oliveYoungListed",11840,https://www.shinsegaetvshopping.com/display/detail/92919635?inMediaCode=EC12&ckwhere=naverep,https://shopping-phinf.pstatic.net/main_5919796/59197963708.jpg,,https://www.shinsegaetvshopping.com/display/detail/92919635?inMediaCode=EC12&ckwhere=naverep,https://www.shinsegaetvshopping.com/display/detail/92919635?inMediaCode=EC12&ckwhere=naverep,[],,,,velvet,powder,[],"[""blur""]",unknown,collected,todo,
196,naver-57918562998,롬앤,cheek,4,롬앤 시스루 베일 라이터 (하이라이터) | 올리브영,"colorFamily,finish,undertone","intensity,texture,sellingPoints,departmentStoreListed",9900,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000144887,https://shopping-phinf.pstatic.net/main_5791856/57918562998.jpg,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144887,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000144887,"[{""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""01 선 키스드 베일"", ""shadeName"": ""선 키스드 베일"", ""shadeNumber"": ""01"", ""sourceType"": ""oliveyoung_product_option_json"", ""undertone"": null, ""undertoneConfidence"": 0}, {""colorFamily"": null, ""confidence"": 0.82, ""optionName"": ""02 문 키스드 베일"", ""shadeName"": ""문 키스드 베일"", ""shadeNumber"": ""02"", ""sourceType"": ""oliveyoung_product_option_json"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,balm,"[""daily_makeup""]",[],collected,unknown,todo,
196,naver-56424895679,웨이크메이크,cheek,2,[숨결 블러셔]웨이크메이크 쉬어 브리즈 블러셔 5g 7COLOR,"colorFamily,shadeOptions,undertone","intensity,texture,suitableFor,departmentStoreListed",10500,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000223261,https://shopping-phinf.pstatic.net/main_5642489/56424895679.jpg,,,https://www.oliveyoung.co.kr/store/common/partner.do?chlNo=1&chlDtlNo=1&utm_source=naver&utm_medium=shopping_ep&utm_campaign=onpro_ep_product_0101_1231&utm_content=pc_price&sndType=goods&sndVal=A000000223261,[],,,sheer,velvet,powder,[],"[""blur""]",collected,unknown,todo,
196,naver-49163474824,에스쁘아,lip,2,[에스쁘아] 꾸뛰르 립틴트 블러벨벳,"colorFamily,shadeOptions,undertone","intensity,finish,suitableFor,oliveYoungListed,departmentStoreListed",10640,https://m.a-bly.com/goods/7607588?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=7607588,https://shopping-phinf.pstatic.net/main_4916347/49163474824.4.jpg,,https://m.a-bly.com/goods/7607588?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=7607588,https://m.a-bly.com/goods/7607588?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=7607588,[],,,,velvet,tint,[],"[""blur""]",unknown,unknown,todo,
196,naver-59320185353,데이지크,shadow,7,[데이지크] 스태리 나잇 섀도우 팔레트,"colorFamily,finish,undertone","intensity,texture,suitableFor,oliveYoungListed,departmentStoreListed",19900,http://www.wconcept.co.kr/Product/306320020?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none,https://shopping-phinf.pstatic.net/main_5932018/59320185353.jpg,,http://www.wconcept.co.kr/Product/306320020?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none,http://www.wconcept.co.kr/Product/306320020?adfrom=naver_ep&utm_source=naver&utm_medium=pcs&utm_campaign=WCONCEPT&utm_content=none&utm_term=none,"[{""colorFamily"": null, ""confidence"": 0.8, ""intensity"": ""sheer"", ""intensityConfidence"": 0.58, ""optionName"": ""01 문 라이트"", ""shadeName"": ""문 라이트"", ""shadeNumber"": ""01"", ""sourceType"": ""wconcept_color_option_select"", ""undertone"": null, ""undertoneConfidence"": 0}, {""colorFamily"": null, ""confidence"": 0.8, ""optionName"": ""02 오로라"", ""shadeName"": ""오로라"", ""shadeNumber"": ""02"", ""sourceType"": ""wconcept_color_option_select"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,sheer,,powder,[],"[""lightweight""]",unknown,unknown,todo,
192,naver-60387217597,더샘,lip,7,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 01 밀키,"colorFamily,finish,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed",11670,https://www.lotteon.com/p/product/LO2697834365?sitmNo=LO2697834365_2697834366&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_6038721/60387217597.jpg,,https://www.lotteon.com/p/product/LO2697834365?sitmNo=LO2697834365_2697834366&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://www.lotteon.com/p/product/LO2697834365?sitmNo=LO2697834365_2697834366&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,"[{""colorFamily"": null, ""confidence"": 0.72, ""optionName"": ""01 밀키"", ""shadeName"": ""밀키"", ""shadeNumber"": ""01"", ""sourceType"": ""lotteon_product_api_title"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,tint,[],[],unknown,collected,todo,
192,naver-60387219092,더샘,lip,9,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 03 달콤,"colorFamily,finish,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed",11670,https://www.lotteon.com/p/product/LO2697834408?sitmNo=LO2697834408_2697834409&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_6038721/60387219092.jpg,,https://www.lotteon.com/p/product/LO2697834408?sitmNo=LO2697834408_2697834409&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://www.lotteon.com/p/product/LO2697834408?sitmNo=LO2697834408_2697834409&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,"[{""colorFamily"": null, ""confidence"": 0.72, ""optionName"": ""03 달콤"", ""shadeName"": ""달콤"", ""shadeNumber"": ""03"", ""sourceType"": ""lotteon_product_api_title"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,tint,[],[],unknown,collected,todo,
192,naver-60100637414,투쿨포스쿨,lip,8,11 투쿨포스쿨 플레르 틴트 4g 8colors 463865,"colorFamily,finish,undertone","intensity,suitableFor,sellingPoints,oliveYoungListed,departmentStoreListed",16290,https://www.lotteon.com/p/product/LO2682662556?sitmNo=LO2682662556_2682662557&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_6010063/60100637414.jpg,,https://www.lotteon.com/p/product/LO2682662556?sitmNo=LO2682662556_2682662557&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://www.lotteon.com/p/product/LO2682662556?sitmNo=LO2682662556_2682662557&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,"[{""colorFamily"": null, ""confidence"": 0.72, ""optionName"": ""5 플래쉬 / 5호 플래쉬"", ""shadeName"": ""플래쉬 / 5호 플래쉬"", ""shadeNumber"": ""5"", ""sourceType"": ""lotteon_product_api_title"", ""undertone"": null, ""undertoneConfidence"": 0}]",,,,,tint,[],[],unknown,unknown,todo,
192,naver-55400191676,VDL,shadow,1,[VDL] 아이스테인 에센셜 섀도우 듀오,"colorFamily,shadeOptions,undertone","intensity,finish,oliveYoungListed",16150,https://m.a-bly.com/goods/43648475?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=43648475,https://shopping-phinf.pstatic.net/main_5540019/55400191676.3.jpg,https://www.vdlcosmetics.com/product/detail.jsp?pid=KR52703265,https://m.a-bly.com/goods/43648475?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=43648475,https://m.a-bly.com/goods/43648475?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=43648475,[],,,sheer,glossy,powder,"[""natural_makeup""]","[""long_lasting""]",unknown,collected,todo,
